FeatureName,DateCode,Value,Energy Type,Energy Consuming Sector
Dumfries and Galloway,2013,0.0,Coal,Rail
Dumfries and Galloway,2013,10.522,Coal,Domestic
Dumfries and Galloway,2013,537.929,Electricity,Industrial & Commercial
Dumfries and Galloway,2013,344.462,Electricity,Domestic
Dumfries and Galloway,2012,10.962,Coal,Domestic
Dumfries and Galloway,2012,10.463,Coal,Public Sector
Dumfries and Galloway,2013,0.0,Coal,Agriculture
Dumfries and Galloway,2013,22.801,Bioenergy & Wastes,Domestic
Dumfries and Galloway,2011,5.08,Petroleum Products,Public Sector
Dumfries and Galloway,2011,289.27,Petroleum Products,Domestic
Dumfries and Galloway,2011,8.814,Manufactured Fuels,Domestic
Dumfries and Galloway,2011,460.474,Petroleum Products,Agriculture
East Ayrshire,2014,0.135,Coal,Commercial
East Ayrshire,2014,57.821,Bioenergy & Wastes,Commercial
East Ayrshire,2014,207.214,Bioenergy & Wastes,Industrial
East Ayrshire,2014,100.431,Coal,Industrial
East Ayrshire,2014,154.526,Gas,Commercial
East Ayrshire,2007,46.124,Petroleum Products,Domestic
East Ayrshire,2007,87.59,Petroleum Products,Agriculture
East Ayrshire,2007,2.728,Petroleum Products,Public Sector
East Ayrshire,2007,959.149,Gas,Domestic
East Ayrshire,2007,6.911,Manufactured Fuels,Domestic
East Ayrshire,2008,0.111,Coal,Agriculture
East Ayrshire,2008,7.312,Bioenergy & Wastes,Domestic
East Ayrshire,2008,5.517,Coal,Domestic
East Ayrshire,2007,4.561,Petroleum Products,Rail
East Ayrshire,2007,932.587,Petroleum Products,Road Transport
East Ayrshire,2007,10.725,Bioenergy & Wastes,Domestic
East Ayrshire,2006,896.708,Petroleum Products,Road Transport
East Ayrshire,2007,0.089,Coal,Agriculture
East Ayrshire,2006,3.608,Petroleum Products,Public Sector
East Ayrshire,2006,4.032,Petroleum Products,Rail
East Ayrshire,2007,219.481,Electricity,Domestic
East Ayrshire,2007,0.0,Coal,Rail
East Ayrshire,2007,285.086,Electricity,Industrial & Commercial
East Ayrshire,2007,5.217,Coal,Domestic
East Ayrshire,2007,2.22,Coal,Public Sector
East Ayrshire,2009,0.0,Coal,Agriculture
East Ayrshire,2009,7.889,Bioenergy & Wastes,Domestic
East Ayrshire,2009,5.528,Coal,Domestic
East Ayrshire,2008,4.554,Petroleum Products,Rail
East Ayrshire,2008,904.661,Petroleum Products,Road Transport
East Ayrshire,2009,212.691,Electricity,Domestic
East Ayrshire,2009,252.989,Electricity,Industrial & Commercial
East Ayrshire,2009,0.0,Coal,Rail
East Ayrshire,2009,2.601,Coal,Public Sector
East Ayrshire,2009,861.113,Gas,Domestic
East Ayrshire,2008,277.108,Electricity,Industrial & Commercial
East Ayrshire,2008,214.539,Electricity,Domestic
East Ayrshire,2008,934.901,Gas,Domestic
East Ayrshire,2008,2.464,Coal,Public Sector
East Ayrshire,2008,0.0,Coal,Rail
East Ayrshire,2008,48.132,Petroleum Products,Domestic
East Ayrshire,2008,2.467,Petroleum Products,Public Sector
East Ayrshire,2008,7.746,Manufactured Fuels,Domestic
East Ayrshire,2008,85.573,Petroleum Products,Agriculture
East Ayrshire,2015,127.726,Bioenergy & Wastes,Industrial
East Ayrshire,2015,154.941,Bioenergy & Wastes,Commercial
East Ayrshire,2005,11.926,Bioenergy & Wastes,Domestic
East Ayrshire,2014,1.472,Petroleum Products,Commercial
East Ayrshire,2014,73.891,Petroleum Products,Industrial
East Ayrshire,2005,0.0,Coal,Rail
East Ayrshire,2005,2.664,Coal,Public Sector
East Ayrshire,2005,225.308,Electricity,Domestic
East Ayrshire,2005,0.199,Coal,Agriculture
East Ayrshire,2005,5.068,Coal,Domestic
East Ayrshire,2013,173.916,Gas,Industrial
East Ayrshire,2013,4.83,Manufactured Fuels,Industrial
East Ayrshire,2013,172.259,Gas,Commercial
East Ayrshire,2013,65.657,Petroleum Products,Industrial
East Ayrshire,2013,1.279,Petroleum Products,Commercial
East Ayrshire,2014,178.033,Gas,Industrial
East Ayrshire,2014,4.643,Manufactured Fuels,Industrial
East Ayrshire,2013,108.393,Coal,Industrial
East Ayrshire,2013,0.15,Coal,Commercial
East Ayrshire,2006,0.0,Coal,Rail
East Ayrshire,2006,2.396,Coal,Public Sector
East Ayrshire,2006,220.761,Electricity,Domestic
East Ayrshire,2006,0.111,Coal,Agriculture
East Ayrshire,2006,4.558,Coal,Domestic
East Ayrshire,2006,92.248,Petroleum Products,Agriculture
East Ayrshire,2006,7.391,Manufactured Fuels,Domestic
East Ayrshire,2006,52.933,Petroleum Products,Domestic
East Ayrshire,2006,291.436,Electricity,Industrial & Commercial
East Ayrshire,2006,964.964,Gas,Domestic
East Ayrshire,2005,96.895,Petroleum Products,Agriculture
East Ayrshire,2005,7.828,Manufactured Fuels,Domestic
East Ayrshire,2005,49.749,Petroleum Products,Domestic
East Ayrshire,2005,282.958,Electricity,Industrial & Commercial
East Ayrshire,2005,990.143,Gas,Domestic
East Ayrshire,2005,915.738,Petroleum Products,Road Transport
East Ayrshire,2006,13.417,Bioenergy & Wastes,Domestic
East Ayrshire,2005,5.907,Petroleum Products,Public Sector
East Ayrshire,2005,4.086,Petroleum Products,Rail
East Ayrshire,2017,0.146,Coal,Commercial
East Ayrshire,2017,133.958,Bioenergy & Wastes,Industrial
East Ayrshire,2017,53.718,Coal,Industrial
East Ayrshire,2016,76.742,Petroleum Products,Industrial
East Ayrshire,2016,1.056,Petroleum Products,Commercial
East Ayrshire,2017,92.832,Bioenergy & Wastes,Commercial
East Ayrshire,2015,1.314,Petroleum Products,Commercial
East Ayrshire,2015,0.0,Manufactured Fuels,Industrial
East Ayrshire,2016,63.737,Bioenergy & Wastes,Commercial
East Ayrshire,2015,81.638,Petroleum Products,Industrial
East Ayrshire,2015,139.468,Gas,Commercial
East Ayrshire,2015,75.284,Coal,Industrial
East Ayrshire,2015,162.824,Gas,Industrial
East Ayrshire,2016,205.581,Gas,Industrial
East Ayrshire,2016,94.74,Gas,Commercial
East Ayrshire,2016,0.0,Manufactured Fuels,Industrial
East Ayrshire,2016,0.131,Coal,Commercial
East Ayrshire,2016,91.973,Bioenergy & Wastes,Industrial
East Ayrshire,2016,61.247,Coal,Industrial
East Ayrshire,2020,0.0,Coal,Rail
East Ayrshire,2020,95.086,Electricity,Commercial
East Ayrshire,2020,190.764,Electricity,Domestic
East Ayrshire,2020,0.0,Coal,Agriculture
East Ayrshire,2020,0.15,Coal,Commercial
East Ayrshire,2020,110.26,Bioenergy & Wastes,Commercial
East Ayrshire,2020,165.026,Bioenergy & Wastes,Industrial
East Ayrshire,2020,34.112,Coal,Industrial
East Ayrshire,2020,0.558,Coal,Public Sector
East Ayrshire,2020,3.806,Coal,Domestic
East Ayrshire,2020,0.0,Manufactured Fuels,Industrial
East Ayrshire,2020,6.278,Manufactured Fuels,Domestic
East Ayrshire,2020,0.489,Petroleum Products,Commercial
East Ayrshire,2020,39.016,Petroleum Products,Domestic
East Ayrshire,2020,98.332,Petroleum Products,Agriculture
East Ayrshire,2020,203.456,Electricity,Industrial & Commercial
East Ayrshire,2020,108.369,Electricity,Industrial
East Ayrshire,2020,772.262,Gas,Domestic
East Ayrshire,2020,169.124,Gas,Industrial
East Ayrshire,2020,138.287,Gas,Commercial
East Ayrshire,2013,108.69,Electricity,Commercial
East Ayrshire,2013,133.683,Electricity,Industrial
East Ayrshire,2012,107.89,Electricity,Commercial
East Ayrshire,2012,136.361,Electricity,Industrial
East Ayrshire,2014,138.27,Electricity,Industrial
East Ayrshire,2015,114.276,Electricity,Commercial
East Ayrshire,2014,111.286,Electricity,Commercial
East Ayrshire,2009,143.437,Electricity,Industrial
East Ayrshire,2010,121.103,Electricity,Commercial
East Ayrshire,2015,0.14,Coal,Commercial
East Ayrshire,2009,109.552,Electricity,Commercial
East Ayrshire,2011,115.619,Electricity,Commercial
East Ayrshire,2011,153.144,Electricity,Industrial
East Ayrshire,2010,161.742,Electricity,Industrial
East Ayrshire,2019,117.204,Electricity,Industrial
East Ayrshire,2018,136.551,Electricity,Industrial
East Ayrshire,2019,116.33,Electricity,Commercial
East Ayrshire,2020,41.298,Bioenergy & Wastes,Road Transport
East Ayrshire,2020,22.094,Bioenergy & Wastes,Domestic
East Ayrshire,2016,87.371,Electricity,Commercial
East Ayrshire,2016,151.201,Electricity,Industrial
East Ayrshire,2015,142.038,Electricity,Industrial
East Ayrshire,2017,155.169,Electricity,Industrial
East Ayrshire,2018,102.935,Electricity,Commercial
East Ayrshire,2017,89.663,Electricity,Commercial
East Ayrshire,2008,163.35,Electricity,Industrial
East Ayrshire,2008,113.758,Electricity,Commercial
East Ayrshire,2016,736.519,Gas,Domestic
East Ayrshire,2016,238.572,Electricity,Industrial & Commercial
East Ayrshire,2007,116.259,Electricity,Commercial
East Ayrshire,2006,173.945,Electricity,Industrial
East Ayrshire,2007,168.827,Electricity,Industrial
East Ayrshire,2016,4.47,Petroleum Products,Rail
East Ayrshire,2016,0.289,Petroleum Products,Public Sector
East Ayrshire,2017,17.862,Bioenergy & Wastes,Domestic
East Ayrshire,2016,860.485,Petroleum Products,Road Transport
East Ayrshire,2016,100.341,Petroleum Products,Agriculture
East Ayrshire,2016,5.523,Manufactured Fuels,Domestic
East Ayrshire,2016,39.073,Petroleum Products,Domestic
East Ayrshire,2017,1.174,Petroleum Products,Commercial
East Ayrshire,2017,0.0,Manufactured Fuels,Industrial
East Ayrshire,2006,117.491,Electricity,Commercial
East Ayrshire,2017,98.831,Gas,Commercial
East Ayrshire,2017,214.458,Gas,Industrial
East Ayrshire,2018,0.0,Coal,Rail
East Ayrshire,2018,0.654,Coal,Public Sector
East Ayrshire,2018,239.486,Electricity,Industrial & Commercial
East Ayrshire,2018,184.672,Electricity,Domestic
East Ayrshire,2018,0.0,Coal,Agriculture
East Ayrshire,2018,20.237,Bioenergy & Wastes,Domestic
East Ayrshire,2018,4.259,Coal,Domestic
East Ayrshire,2018,0.354,Petroleum Products,Public Sector
East Ayrshire,2018,38.979,Petroleum Products,Domestic
East Ayrshire,2018,883.365,Petroleum Products,Road Transport
East Ayrshire,2018,4.181,Petroleum Products,Rail
East Ayrshire,2018,6.335,Manufactured Fuels,Domestic
East Ayrshire,2018,748.347,Gas,Domestic
East Ayrshire,2018,99.017,Petroleum Products,Agriculture
East Ayrshire,2017,190.415,Electricity,Domestic
East Ayrshire,2017,0.0,Coal,Rail
East Ayrshire,2017,752.553,Gas,Domestic
East Ayrshire,2017,244.832,Electricity,Industrial & Commercial
East Ayrshire,2017,4.352,Coal,Domestic
East Ayrshire,2017,0.0,Coal,Agriculture
East Ayrshire,2017,0.597,Coal,Public Sector
East Ayrshire,2017,4.417,Petroleum Products,Rail
East Ayrshire,2017,0.35,Petroleum Products,Public Sector
East Ayrshire,2017,886.512,Petroleum Products,Road Transport
East Ayrshire,2017,99.368,Petroleum Products,Agriculture
East Ayrshire,2017,6.134,Manufactured Fuels,Domestic
East Ayrshire,2017,37.166,Petroleum Products,Domestic
East Ayrshire,2014,12.703,Bioenergy & Wastes,Domestic
East Ayrshire,2013,852.954,Petroleum Products,Road Transport
East Ayrshire,2014,4.461,Coal,Domestic
East Ayrshire,2014,0.0,Coal,Agriculture
East Ayrshire,2013,0.458,Petroleum Products,Public Sector
East Ayrshire,2013,42.342,Petroleum Products,Domestic
East Ayrshire,2013,4.567,Petroleum Products,Rail
East Ayrshire,2014,741.709,Gas,Domestic
East Ayrshire,2014,249.556,Electricity,Industrial & Commercial
East Ayrshire,2014,91.316,Petroleum Products,Agriculture
East Ayrshire,2014,5.414,Manufactured Fuels,Domestic
East Ayrshire,2014,0.0,Coal,Rail
East Ayrshire,2014,2.859,Coal,Public Sector
East Ayrshire,2014,203.501,Electricity,Domestic
East Ayrshire,2013,5.285,Manufactured Fuels,Domestic
East Ayrshire,2013,758.043,Gas,Domestic
East Ayrshire,2013,90.501,Petroleum Products,Agriculture
East Ayrshire,2005,168.467,Electricity,Industrial
East Ayrshire,2005,114.491,Electricity,Commercial
East Ayrshire,2013,242.373,Electricity,Industrial & Commercial
East Ayrshire,2015,856.066,Petroleum Products,Road Transport
East Ayrshire,2015,4.533,Petroleum Products,Rail
East Ayrshire,2016,0.0,Coal,Agriculture
East Ayrshire,2016,17.255,Bioenergy & Wastes,Domestic
East Ayrshire,2015,38.847,Petroleum Products,Domestic
East Ayrshire,2015,94.953,Petroleum Products,Agriculture
East Ayrshire,2015,0.29,Petroleum Products,Public Sector
East Ayrshire,2016,194.598,Electricity,Domestic
East Ayrshire,2016,0.377,Coal,Public Sector
East Ayrshire,2016,4.456,Coal,Domestic
East Ayrshire,2016,0.0,Coal,Rail
East Ayrshire,2015,15.365,Bioenergy & Wastes,Domestic
East Ayrshire,2014,843.684,Petroleum Products,Road Transport
East Ayrshire,2015,4.492,Coal,Domestic
East Ayrshire,2015,0.0,Coal,Agriculture
East Ayrshire,2014,0.688,Petroleum Products,Public Sector
East Ayrshire,2014,38.627,Petroleum Products,Domestic
East Ayrshire,2014,4.664,Petroleum Products,Rail
East Ayrshire,2015,729.109,Gas,Domestic
East Ayrshire,2015,256.314,Electricity,Industrial & Commercial
East Ayrshire,2015,5.658,Manufactured Fuels,Domestic
East Ayrshire,2015,0.0,Coal,Rail
East Ayrshire,2015,0.37,Coal,Public Sector
East Ayrshire,2015,203.953,Electricity,Domestic
East Ayrshire,2010,1.393,Petroleum Products,Commercial
East Ayrshire,2010,0.065,Manufactured Fuels,Industrial
East Ayrshire,2011,32.258,Bioenergy & Wastes,Commercial
East Ayrshire,2010,91.716,Petroleum Products,Industrial
East Ayrshire,2010,177.439,Gas,Commercial
East Ayrshire,2010,66.624,Coal,Industrial
East Ayrshire,2010,188.059,Gas,Industrial
East Ayrshire,2011,186.493,Gas,Industrial
East Ayrshire,2011,154.133,Gas,Commercial
East Ayrshire,2011,5.699,Coal,Domestic
East Ayrshire,2011,0.035,Coal,Agriculture
East Ayrshire,2011,0.172,Coal,Commercial
East Ayrshire,2011,152.062,Bioenergy & Wastes,Industrial
East Ayrshire,2011,58.685,Coal,Industrial
East Ayrshire,2010,4.539,Petroleum Products,Rail
East Ayrshire,2010,0.893,Petroleum Products,Public Sector
East Ayrshire,2011,9.493,Bioenergy & Wastes,Domestic
East Ayrshire,2010,849.654,Petroleum Products,Road Transport
East Ayrshire,2010,87.688,Petroleum Products,Agriculture
East Ayrshire,2010,4.929,Manufactured Fuels,Domestic
East Ayrshire,2010,52.543,Petroleum Products,Domestic
East Ayrshire,2010,33.552,Bioenergy & Wastes,Commercial
East Ayrshire,2009,87.248,Petroleum Products,Industrial
East Ayrshire,2010,0.109,Coal,Commercial
East Ayrshire,2010,133.49,Bioenergy & Wastes,Industrial
East Ayrshire,2009,0.28,Manufactured Fuels,Industrial
East Ayrshire,2009,188.783,Gas,Industrial
East Ayrshire,2009,1.272,Petroleum Products,Commercial
East Ayrshire,2012,244.252,Electricity,Industrial & Commercial
East Ayrshire,2012,202.77,Electricity,Domestic
East Ayrshire,2012,5.392,Manufactured Fuels,Domestic
East Ayrshire,2012,775.076,Gas,Domestic
East Ayrshire,2012,2.474,Coal,Public Sector
East Ayrshire,2012,5.443,Coal,Domestic
East Ayrshire,2012,0.0,Coal,Rail
East Ayrshire,2012,854.923,Petroleum Products,Road Transport
East Ayrshire,2012,4.484,Petroleum Products,Rail
East Ayrshire,2012,40.98,Petroleum Products,Domestic
East Ayrshire,2012,91.59,Petroleum Products,Agriculture
East Ayrshire,2012,0.972,Petroleum Products,Public Sector
East Ayrshire,2011,791.532,Gas,Domestic
East Ayrshire,2011,268.764,Electricity,Industrial & Commercial
East Ayrshire,2011,88.956,Petroleum Products,Agriculture
East Ayrshire,2011,4.783,Manufactured Fuels,Domestic
East Ayrshire,2011,0.0,Coal,Rail
East Ayrshire,2011,2.752,Coal,Public Sector
East Ayrshire,2011,209.868,Electricity,Domestic
East Ayrshire,2012,11.596,Bioenergy & Wastes,Domestic
East Ayrshire,2011,868.15,Petroleum Products,Road Transport
East Ayrshire,2012,0.036,Coal,Agriculture
East Ayrshire,2011,2.226,Petroleum Products,Public Sector
East Ayrshire,2011,41.235,Petroleum Products,Domestic
East Ayrshire,2011,4.378,Petroleum Products,Rail
East Ayrshire,2007,217.926,Gas,Commercial
East Ayrshire,2007,230.969,Gas,Industrial
East Ayrshire,2007,0.097,Coal,Commercial
East Ayrshire,2007,19.238,Coal,Industrial
East Ayrshire,2007,1.951,Petroleum Products,Commercial
East Ayrshire,2007,112.391,Petroleum Products,Industrial
East Ayrshire,2007,0.0,Manufactured Fuels,Industrial
East Ayrshire,2006,0.04,Manufactured Fuels,Industrial
East Ayrshire,2006,2.076,Petroleum Products,Commercial
East Ayrshire,2006,210.857,Gas,Commercial
East Ayrshire,2006,223.477,Gas,Industrial
East Ayrshire,2007,34.747,Bioenergy & Wastes,Commercial
East Ayrshire,2007,138.244,Bioenergy & Wastes,Industrial
East Ayrshire,2006,113.936,Petroleum Products,Industrial
East Ayrshire,2009,34.61,Bioenergy & Wastes,Commercial
East Ayrshire,2009,137.697,Bioenergy & Wastes,Industrial
East Ayrshire,2008,1.817,Petroleum Products,Commercial
East Ayrshire,2008,97.805,Petroleum Products,Industrial
East Ayrshire,2009,46.814,Coal,Industrial
East Ayrshire,2009,178.122,Gas,Commercial
East Ayrshire,2009,0.731,Coal,Commercial
East Ayrshire,2008,0.171,Coal,Commercial
East Ayrshire,2008,36.519,Coal,Industrial
East Ayrshire,2008,36.008,Bioenergy & Wastes,Commercial
East Ayrshire,2008,143.261,Bioenergy & Wastes,Industrial
East Ayrshire,2008,198.524,Gas,Industrial
East Ayrshire,2008,0.0,Manufactured Fuels,Industrial
East Ayrshire,2008,187.313,Gas,Commercial
East Ayrshire,2009,4.537,Petroleum Products,Rail
East Ayrshire,2009,1.299,Petroleum Products,Public Sector
East Ayrshire,2010,10.712,Bioenergy & Wastes,Domestic
East Ayrshire,2009,865.469,Petroleum Products,Road Transport
East Ayrshire,2009,86.978,Petroleum Products,Agriculture
East Ayrshire,2009,4.633,Manufactured Fuels,Domestic
East Ayrshire,2009,47.084,Petroleum Products,Domestic
East Ayrshire,2010,211.274,Electricity,Domestic
East Ayrshire,2010,0.0,Coal,Rail
East Ayrshire,2010,830.512,Gas,Domestic
East Ayrshire,2010,282.846,Electricity,Industrial & Commercial
East Ayrshire,2010,5.77,Coal,Domestic
East Ayrshire,2010,0.034,Coal,Agriculture
East Ayrshire,2010,2.687,Coal,Public Sector
East Ayrshire,2005,122.762,Petroleum Products,Industrial
East Ayrshire,2006,37.248,Bioenergy & Wastes,Commercial
East Ayrshire,2005,0.444,Manufactured Fuels,Industrial
East Ayrshire,2005,2.717,Petroleum Products,Commercial
East Ayrshire,2006,0.133,Coal,Commercial
East Ayrshire,2006,30.56,Coal,Industrial
East Ayrshire,2006,148.194,Bioenergy & Wastes,Industrial
East Ayrshire,2005,132.088,Bioenergy & Wastes,Industrial
East Ayrshire,2005,0.095,Coal,Commercial
East Ayrshire,2005,33.2,Bioenergy & Wastes,Commercial
East Ayrshire,2005,235.338,Gas,Commercial
East Ayrshire,2005,249.423,Gas,Industrial
East Ayrshire,2005,28.98,Coal,Industrial
East Ayrshire,2018,86.034,Petroleum Products,Industrial
East Ayrshire,2005,1.585,Bioenergy & Wastes,Road Transport
East Ayrshire,2018,0.0,Manufactured Fuels,Industrial
East Ayrshire,2018,1.194,Petroleum Products,Commercial
East Ayrshire,2007,8.81,Bioenergy & Wastes,Road Transport
East Ayrshire,2008,21.295,Bioenergy & Wastes,Road Transport
East Ayrshire,2006,4.345,Bioenergy & Wastes,Road Transport
East Ayrshire,2018,153.856,Bioenergy & Wastes,Industrial
East Ayrshire,2018,0.145,Coal,Commercial
East Ayrshire,2013,13.563,Bioenergy & Wastes,Domestic
East Ayrshire,2018,124.046,Gas,Commercial
East Ayrshire,2018,182.84,Gas,Industrial
East Ayrshire,2018,50.082,Coal,Industrial
East Ayrshire,2017,23.197,Bioenergy & Wastes,Road Transport
East Ayrshire,2018,32.749,Bioenergy & Wastes,Road Transport
East Ayrshire,2015,22.729,Bioenergy & Wastes,Road Transport
East Ayrshire,2016,22.868,Bioenergy & Wastes,Road Transport
East Ayrshire,2019,21.775,Bioenergy & Wastes,Domestic
East Ayrshire,2019,44.963,Bioenergy & Wastes,Road Transport
East Ayrshire,2010,28.758,Bioenergy & Wastes,Road Transport
East Ayrshire,2011,27.27,Bioenergy & Wastes,Road Transport
East Ayrshire,2009,25.548,Bioenergy & Wastes,Road Transport
East Ayrshire,2013,26.172,Bioenergy & Wastes,Road Transport
East Ayrshire,2014,28.914,Bioenergy & Wastes,Road Transport
East Ayrshire,2012,22.676,Bioenergy & Wastes,Road Transport
East Ayrshire,2012,35.176,Bioenergy & Wastes,Commercial
East Ayrshire,2012,145.267,Bioenergy & Wastes,Industrial
East Ayrshire,2011,1.399,Petroleum Products,Commercial
East Ayrshire,2011,80.849,Petroleum Products,Industrial
East Ayrshire,2012,73.18,Coal,Industrial
East Ayrshire,2012,176.607,Gas,Commercial
East Ayrshire,2012,0.136,Coal,Commercial
East Ayrshire,2020,0.095,Petroleum Products,Public Sector
East Ayrshire,2020,3.355,Petroleum Products,Rail
East Ayrshire,2020,79.107,Petroleum Products,Industrial
East Ayrshire,2011,0.079,Manufactured Fuels,Industrial
East Ayrshire,2020,691.752,Petroleum Products,Road Transport
East Ayrshire,2013,201.381,Electricity,Domestic
East Ayrshire,2013,0.0,Coal,Rail
East Ayrshire,2017,83.447,Petroleum Products,Industrial
East Ayrshire,2018,108.404,Bioenergy & Wastes,Commercial
East Ayrshire,2013,5.225,Coal,Domestic
East Ayrshire,2013,0.0,Coal,Agriculture
East Ayrshire,2013,2.72,Coal,Public Sector
East Ayrshire,2012,0.0,Manufactured Fuels,Industrial
East Ayrshire,2012,1.153,Petroleum Products,Commercial
East Ayrshire,2012,179.646,Gas,Industrial
East Ayrshire,2013,42.149,Bioenergy & Wastes,Commercial
East Ayrshire,2013,136.721,Bioenergy & Wastes,Industrial
East Ayrshire,2012,76.798,Petroleum Products,Industrial
East Ayrshire,2019,233.533,Electricity,Industrial & Commercial
East Ayrshire,2019,183.205,Electricity,Domestic
East Ayrshire,2019,150.066,Gas,Industrial
East Ayrshire,2019,124.914,Gas,Commercial
East Ayrshire,2019,753.632,Gas,Domestic
East Ayrshire,2019,34.405,Coal,Industrial
East Ayrshire,2019,0.54,Coal,Public Sector
East Ayrshire,2019,0.15,Coal,Commercial
East Ayrshire,2019,4.0,Coal,Domestic
East Ayrshire,2019,0.0,Coal,Rail
East Ayrshire,2019,907.347,Petroleum Products,Road Transport
East Ayrshire,2019,0.305,Petroleum Products,Public Sector
East Ayrshire,2019,4.333,Petroleum Products,Rail
East Ayrshire,2019,99.233,Petroleum Products,Agriculture
East Ayrshire,2019,6.539,Manufactured Fuels,Domestic
East Ayrshire,2019,0.0,Manufactured Fuels,Industrial
East Ayrshire,2019,37.102,Petroleum Products,Domestic
East Ayrshire,2019,72.646,Petroleum Products,Industrial
East Ayrshire,2019,1.061,Petroleum Products,Commercial
East Ayrshire,2019,108.55,Bioenergy & Wastes,Commercial
East Ayrshire,2019,0.0,Coal,Agriculture
East Ayrshire,2019,152.771,Bioenergy & Wastes,Industrial
East Lothian,2007,80.477,Bioenergy & Wastes,Commercial
East Lothian,2007,320.185,Bioenergy & Wastes,Industrial
East Lothian,2006,66.22,Petroleum Products,Industrial
East Lothian,2007,466.505,Coal,Industrial
East Lothian,2007,0.178,Coal,Commercial
East Lothian,2012,0.25,Coal,Commercial
East Lothian,2012,432.286,Coal,Industrial
East Lothian,2006,2.965,Petroleum Products,Commercial
East Lothian,2006,196.528,Manufactured Fuels,Industrial
East Lothian,2011,44.599,Petroleum Products,Industrial
East Lothian,2011,1.994,Petroleum Products,Commercial
East Lothian,2012,38.855,Bioenergy & Wastes,Commercial
East Lothian,2011,116.939,Gas,Industrial
East Lothian,2011,2.738,Manufactured Fuels,Industrial
East Lothian,2007,106.694,Gas,Industrial
East Lothian,2007,100.669,Gas,Commercial
East Lothian,2012,160.463,Bioenergy & Wastes,Industrial
East Lothian,2007,150.841,Manufactured Fuels,Industrial
East Lothian,2013,1.838,Petroleum Products,Commercial
East Lothian,2013,3.153,Manufactured Fuels,Industrial
East Lothian,2013,46.184,Petroleum Products,Industrial
East Lothian,2013,113.376,Gas,Commercial
East Lothian,2013,114.467,Gas,Industrial
East Lothian,2014,0.25,Coal,Commercial
East Lothian,2007,2.786,Petroleum Products,Commercial
East Lothian,2014,75.395,Bioenergy & Wastes,Commercial
East Lothian,2014,270.194,Bioenergy & Wastes,Industrial
East Lothian,2012,1.654,Petroleum Products,Commercial
East Lothian,2012,3.285,Manufactured Fuels,Industrial
East Lothian,2012,49.683,Petroleum Products,Industrial
East Lothian,2012,116.381,Gas,Commercial
East Lothian,2012,118.384,Gas,Industrial
East Lothian,2013,0.277,Coal,Commercial
East Lothian,2013,418.144,Coal,Industrial
East Lothian,2013,60.199,Bioenergy & Wastes,Commercial
East Lothian,2013,195.274,Bioenergy & Wastes,Industrial
East Lothian,2008,439.513,Coal,Industrial
East Lothian,2008,0.315,Coal,Commercial
East Lothian,2008,115.377,Gas,Commercial
East Lothian,2008,64.514,Bioenergy & Wastes,Commercial
East Lothian,2008,256.675,Bioenergy & Wastes,Industrial
East Lothian,2010,2.25,Manufactured Fuels,Industrial
East Lothian,2010,117.435,Gas,Industrial
East Lothian,2010,54.534,Petroleum Products,Industrial
East Lothian,2010,2.012,Petroleum Products,Commercial
East Lothian,2018,101.124,Bioenergy & Wastes,Commercial
East Lothian,2017,49.188,Petroleum Products,Industrial
East Lothian,2018,143.523,Bioenergy & Wastes,Industrial
East Lothian,2017,0.867,Manufactured Fuels,Industrial
East Lothian,2017,3.18,Petroleum Products,Commercial
East Lothian,2018,84.017,Gas,Commercial
East Lothian,2007,67.977,Petroleum Products,Industrial
East Lothian,2018,0.166,Coal,Commercial
East Lothian,2018,499.683,Coal,Industrial
East Lothian,2009,217.179,Bioenergy & Wastes,Industrial
East Lothian,2009,1.227,Coal,Commercial
East Lothian,2009,54.587,Bioenergy & Wastes,Commercial
East Lothian,2009,108.23,Gas,Commercial
East Lothian,2009,308.792,Coal,Industrial
East Lothian,2008,2.698,Manufactured Fuels,Industrial
East Lothian,2008,122.282,Gas,Industrial
East Lothian,2008,54.591,Petroleum Products,Industrial
East Lothian,2008,2.61,Petroleum Products,Commercial
East Lothian,2010,242.002,Bioenergy & Wastes,Industrial
East Lothian,2010,0.202,Coal,Commercial
East Lothian,2010,60.826,Bioenergy & Wastes,Commercial
East Lothian,2010,110.803,Gas,Commercial
East Lothian,2010,357.869,Coal,Industrial
East Lothian,2009,1.929,Manufactured Fuels,Industrial
East Lothian,2009,114.707,Gas,Industrial
East Lothian,2009,54.236,Petroleum Products,Industrial
East Lothian,2009,1.814,Petroleum Products,Commercial
East Lothian,2015,68.667,Bioenergy & Wastes,Industrial
East Lothian,2015,83.298,Bioenergy & Wastes,Commercial
East Lothian,2015,0.262,Coal,Commercial
East Lothian,2014,2.097,Petroleum Products,Commercial
East Lothian,2014,47.105,Petroleum Products,Industrial
East Lothian,2015,108.723,Gas,Industrial
East Lothian,2015,1.921,Manufactured Fuels,Industrial
East Lothian,2015,429.32,Coal,Industrial
East Lothian,2015,93.128,Gas,Commercial
East Lothian,2011,203.958,Bioenergy & Wastes,Industrial
East Lothian,2011,0.317,Coal,Commercial
East Lothian,2011,43.267,Bioenergy & Wastes,Commercial
East Lothian,2011,96.648,Gas,Commercial
East Lothian,2011,426.943,Coal,Industrial
East Lothian,2014,110.142,Gas,Industrial
East Lothian,2014,3.759,Manufactured Fuels,Industrial
East Lothian,2014,403.292,Coal,Industrial
